NMT,Fecha,tipo,LAEQ,LAS01,LAS10,LAS50,LAS90,LAS99
10,14-1-2021,E,061.8,069.8,062.7,054.4,048.2,045.5
11,14-1-2021,E,062.0,065.9,062.9,058.9,052.7,046.2
12,14-1-2021,E,060.1,070.2,058.8,055.5,052.3,049.5
13,14-1-2021,E,053.8,062.8,055.7,050.2,046.4,044.6
14,14-1-2021,E,062.3,069.3,063.3,059.9,056.0,052.2
16,14-1-2021,E,056.6,067.4,058.8,051.9,044.7,041.4
17,14-1-2021,E,059.5,071.1,062.8,051.4,045.9,044.2
18,14-1-2021,E,058.0,071.3,057.7,048.6,045.3,044.1
19,14-1-2021,E,053.4,061.8,056.3,050.0,044.9,042.3
20,14-1-2021,E,053.4,061.7,056.8,051.0,046.2,043.5
25,14-1-2021,E,063.9,066.9,065.8,063.9,060.9,057.5
26,14-1-2021,E,057.3,065.4,060.3,054.9,052.1,049.9
27,14-1-2021,E,054.8,065.0,057.4,050.7,046.0,043.2
28,14-1-2021,E,060.5,070.9,064.1,054.8,047.7,045.2
29,14-1-2021,E,047.0,058.8,050.3,040.2,034.7,032.7
30,14-1-2021,E,053.1,060.2,056.0,051.4,048.5,046.1
31,14-1-2021,E,060.5,070.9,065.5,053.7,047.2,045.2
47,14-1-2021,E,050.7,060.6,054.5,046.3,041.3,040.1
48,14-1-2021,E,056.4,062.4,058.3,055.2,050.3,045.9
50,14-1-2021,E,061.6,067.2,064.5,060.6,055.4,052.1
54,14-1-2021,E,058.3,065.8,061.7,055.7,049.8,046.7
55,14-1-2021,E,053.7,063.5,055.6,050.2,046.3,043.4
86,14-1-2021,E,051.3,060.8,055.2,047.3,042.7,041.1
1,14-1-2021,N,057.5,067.6,062.4,050.0,042.3,040.2
2,14-1-2021,N,063.7,069.3,065.9,061.7,050.8,045.0
3,14-1-2021,N,060.2,074.4,054.6,040.5,037.8,037.1
5,14-1-2021,N,045.1,055.6,047.8,041.2,037.2,036.1
6,14-1-2021,N,056.2,064.6,059.4,051.1,042.8,040.1
8,14-1-2021,N,055.0,065.4,058.0,050.1,038.7,036.6
10,14-1-2021,N,052.3,065.2,052.5,045.0,044.1,043.1
11,14-1-2021,N,051.1,061.3,055.4,045.4,038.7,037.1
12,14-1-2021,N,054.1,059.8,053.5,046.0,038.4,035.5
13,14-1-2021,N,045.3,056.3,047.7,040.6,038.5,037.4
14,14-1-2021,N,055.8,064.3,058.5,050.6,042.7,039.4
16,14-1-2021,N,045.9,056.8,049.9,038.9,036.4,035.3
17,14-1-2021,N,044.6,053.1,046.7,041.6,039.4,038.3
18,14-1-2021,N,045.0,052.0,045.9,043.6,042.2,040.6
19,14-1-2021,N,045.6,056.4,048.3,039.6,034.6,032.7
20,14-1-2021,N,045.2,055.9,046.9,041.0,038.0,037.0
25,14-1-2021,N,058.9,065.7,062.8,056.9,049.1,045.8
26,14-1-2021,N,053.3,064.0,055.5,050.6,045.3,042.4
27,14-1-2021,N,051.2,059.3,052.7,047.8,042.5,040.1
28,14-1-2021,N,054.3,067.3,054.8,045.1,043.9,043.1
29,14-1-2021,N,040.3,052.8,041.6,033.1,031.5,031.0
30,14-1-2021,N,046.8,056.4,049.2,043.2,040.8,039.5
31,14-1-2021,N,046.8,055.0,047.7,042.0,039.3,038.1
47,14-1-2021,N,044.3,052.1,042.7,039.3,038.1,037.1
48,14-1-2021,N,048.8,056.7,052.9,045.3,039.9,037.8
50,14-1-2021,N,056.6,064.4,059.3,050.0,044.6,042.9
54,14-1-2021,N,051.9,063.2,053.6,044.7,041.3,039.7
55,14-1-2021,N,046.1,054.0,047.8,042.9,040.4,039.3
86,14-1-2021,N,063.7,075.1,065.7,050.9,038.6,036.5
1,15-1-2021,T,065.0,070.9,068.5,060.5,047.8,041.3
2,15-1-2021,T,067.7,071.8,069.2,065.6,058.2,046.7
3,15-1-2021,T,057.9,066.7,059.9,052.8,039.2,038.1
5,15-1-2021,T,056.1,062.4,058.0,052.6,039.4,037.2
6,15-1-2021,T,065.7,072.3,068.1,062.1,049.2,041.3
8,15-1-2021,T,063.4,072.2,066.3,060.1,050.5,041.5
10,15-1-2021,T,061.0,069.9,064.8,056.1,045.4,044.2
11,15-1-2021,T,062.5,069.8,064.8,059.8,040.2,036.0
12,15-1-2021,T,060.1,070.2,059.7,056.0,047.4,045.1
13,15-1-2021,T,054.3,063.2,056.7,050.1,041.8,038.1
14,15-1-2021,T,062.5,068.6,063.9,060.4,048.7,042.3
16,15-1-2021,T,054.8,061.4,057.1,050.7,038.3,035.7
17,15-1-2021,T,056.9,069.8,057.4,050.7,042.1,040.2
18,15-1-2021,T,055.7,068.0,057.2,048.6,040.5,039.2
19,15-1-2021,T,056.2,064.3,058.5,051.4,038.8,034.5
20,15-1-2021,T,055.7,063.5,057.7,051.6,040.7,038.1
25,15-1-2021,T,064.6,068.2,066.9,065.0,055.8,048.4
26,15-1-2021,T,058.0,066.5,061.6,055.2,050.4,046.0
27,15-1-2021,T,055.3,064.3,056.8,049.6,044.1,040.6
28,15-1-2021,T,062.9,072.5,067.4,056.9,044.5,043.2
29,15-1-2021,T,050.8,059.9,054.2,044.6,032.6,031.1
30,15-1-2021,T,057.8,067.5,059.3,052.4,045.2,041.4
31,15-1-2021,T,059.8,070.6,064.7,051.4,041.9,039.4
47,15-1-2021,T,050.8,062.0,052.8,045.9,040.0,038.3
48,15-1-2021,T,057.6,066.0,060.3,055.8,042.3,037.3
50,15-1-2021,T,064.1,068.6,065.1,061.0,048.6,044.6
54,15-1-2021,T,058.5,066.1,062.2,055.6,044.5,040.2
55,15-1-2021,T,052.8,062.3,055.4,049.0,044.1,040.6
86,15-1-2021,T,055.6,063.8,055.2,046.6,038.3,037.1
1,15-1-2021,D,066.5,071.2,068.9,063.7,056.7,052.3
2,15-1-2021,D,068.8,072.5,069.5,066.9,062.5,058.9
3,15-1-2021,D,059.6,067.9,061.2,055.4,049.8,042.9
5,15-1-2021,D,057.8,062.8,058.6,054.1,050.6,048.1
6,15-1-2021,D,067.0,074.5,068.6,063.9,059.6,056.6
8,15-1-2021,D,062.7,069.1,065.6,060.7,056.5,052.3
10,15-1-2021,D,062.7,070.6,066.3,059.2,053.4,048.5
11,15-1-2021,D,064.4,072.0,065.7,061.8,057.5,051.7
12,15-1-2021,D,062.1,073.7,060.9,057.1,054.7,052.5
13,15-1-2021,D,054.6,062.8,057.3,051.9,047.6,045.1
14,15-1-2021,D,064.2,069.9,064.5,061.5,058.8,056.3
16,15-1-2021,D,056.5,062.7,057.8,052.9,047.3,044.5
17,15-1-2021,D,059.5,072.2,059.7,053.2,048.8,046.3
18,15-1-2021,D,057.0,068.6,058.8,051.6,046.4,044.1
19,15-1-2021,D,058.3,065.9,059.7,053.9,049.2,047.1
20,15-1-2021,D,057.3,064.5,058.7,053.2,049.7,046.8
25,15-1-2021,D,065.8,068.6,067.3,065.7,063.9,062.1
26,15-1-2021,D,059.0,066.7,062.8,056.3,053.1,050.8
27,15-1-2021,D,055.3,064.0,057.2,050.6,045.6,043.0
28,15-1-2021,D,064.8,073.0,069.0,061.1,052.9,049.0
29,15-1-2021,D,052.2,060.7,055.9,048.5,043.1,039.2
30,15-1-2021,D,060.1,070.0,061.2,055.0,049.8,046.8
31,15-1-2021,D,061.0,070.9,065.9,053.6,048.3,045.6
47,15-1-2021,D,051.5,062.6,053.4,047.3,044.3,042.4
48,15-1-2021,D,058.3,066.3,060.3,056.8,053.4,049.2
50,15-1-2021,D,065.1,069.5,065.6,062.5,058.5,055.1
54,15-1-2021,D,059.8,066.4,062.8,057.5,052.9,049.2
55,15-1-2021,D,054.2,063.0,056.9,050.1,045.5,043.0
86,15-1-2021,D,058.3,066.4,057.2,050.6,044.2,041.9
1,15-1-2021,E,065.6,071.3,069.0,062.3,057.1,053.4
2,15-1-2021,E,069.3,072.0,069.6,066.6,062.0,058.6
3,15-1-2021,E,056.6,065.4,059.4,054.2,049.2,046.6
5,15-1-2021,E,057.1,063.8,059.5,054.8,050.8,047.0
6,15-1-2021,E,067.4,074.5,069.4,063.7,059.6,055.8
8,15-1-2021,E,064.9,070.0,066.2,061.3,057.1,051.1
10,15-1-2021,E,060.9,069.6,064.6,057.1,051.2,048.1
11,15-1-2021,E,062.5,068.4,064.9,061.3,055.5,048.9
12,15-1-2021,E,058.7,066.9,059.8,056.9,054.2,051.8
13,15-1-2021,E,054.5,062.4,057.2,051.6,046.2,044.2
14,15-1-2021,E,063.1,070.4,064.4,061.5,058.1,054.5
16,15-1-2021,E,055.4,061.4,057.7,052.1,046.3,042.6
17,15-1-2021,E,053.0,060.7,055.7,051.3,047.2,045.2
18,15-1-2021,E,058.2,071.5,058.6,049.8,045.1,043.6
19,15-1-2021,E,055.5,063.7,058.6,053.1,049.0,046.8
20,15-1-2021,E,056.7,063.8,058.7,053.1,049.2,046.6
25,15-1-2021,E,065.6,068.0,067.1,065.6,063.4,061.0
26,15-1-2021,E,058.1,067.3,061.4,055.5,052.8,050.7
27,15-1-2021,E,057.2,063.1,056.1,049.7,045.6,043.2
28,15-1-2021,E,062.3,072.2,066.4,057.7,050.6,046.6
29,15-1-2021,E,048.5,059.8,052.0,042.4,036.4,034.0
30,15-1-2021,E,055.1,063.0,058.0,052.9,050.3,049.0
31,15-1-2021,E,062.5,071.6,067.5,055.8,049.5,047.7
47,15-1-2021,E,053.7,064.0,055.9,049.0,042.7,041.0
48,15-1-2021,E,060.6,069.1,062.7,058.8,054.8,051.3
50,15-1-2021,E,066.5,069.7,065.8,062.5,057.8,054.3
54,15-1-2021,E,060.0,066.9,063.6,058.3,052.8,047.8
55,15-1-2021,E,051.7,060.7,054.3,048.7,046.0,044.6
86,15-1-2021,E,051.8,062.0,054.8,047.6,043.7,041.3
1,15-1-2021,N,059.1,068.2,063.4,052.4,043.0,040.6
2,15-1-2021,N,063.0,069.6,066.3,061.7,051.0,044.6
3,15-1-2021,N,052.0,063.1,049.1,040.3,038.4,037.7
5,15-1-2021,N,047.5,056.8,048.9,041.9,038.0,037.0
6,15-1-2021,N,058.5,067.3,062.1,053.5,043.8,040.1
8,15-1-2021,N,063.4,073.9,068.2,055.2,044.7,040.1
10,15-1-2021,N,053.1,065.5,054.2,046.0,044.5,044.0
11,15-1-2021,N,054.1,063.4,057.8,046.2,036.8,035.4
12,15-1-2021,N,052.1,058.8,054.6,049.3,045.7,044.5
13,15-1-2021,N,054.5,066.5,052.7,043.4,039.7,037.4
14,15-1-2021,N,055.9,064.7,059.5,052.3,044.4,041.2
16,15-1-2021,N,047.9,058.1,052.1,041.1,036.5,035.2
17,15-1-2021,N,047.7,059.0,048.9,043.5,041.0,040.0
18,15-1-2021,N,045.4,055.1,047.9,041.5,039.6,039.1
19,15-1-2021,N,046.9,057.3,049.4,041.5,036.1,033.5
20,15-1-2021,N,047.7,058.9,049.5,042.7,039.1,037.5
25,15-1-2021,N,060.3,066.9,064.2,058.4,051.2,046.7
26,15-1-2021,N,056.3,065.8,058.5,052.7,047.5,045.2
27,15-1-2021,N,054.1,064.9,056.2,048.1,042.1,039.7
28,15-1-2021,N,056.1,068.8,057.5,045.7,043.6,043.0
29,15-1-2021,N,048.9,056.2,045.0,034.3,031.5,031.0
30,15-1-2021,N,050.1,058.7,052.4,047.0,043.1,040.1
31,15-1-2021,N,049.4,060.8,048.9,043.4,040.3,039.0
47,15-1-2021,N,044.7,055.0,045.3,040.7,039.0,038.1
48,15-1-2021,N,049.9,057.9,054.3,046.6,038.7,036.5
50,15-1-2021,N,056.2,064.8,060.4,052.2,045.7,044.0
54,15-1-2021,N,051.2,062.5,054.3,046.2,042.1,039.3
55,15-1-2021,N,051.6,060.9,054.4,048.2,042.0,040.1
86,15-1-2021,N,041.7,050.6,042.7,039.1,037.4,036.8
1,16-1-2021,T,065.4,071.7,069.0,060.3,050.5,044.6
2,16-1-2021,T,068.4,072.3,069.1,065.3,059.0,051.6
3,16-1-2021,T,058.2,069.5,059.5,052.7,039.7,038.2
5,16-1-2021,T,057.6,063.6,058.4,052.8,039.2,037.1
6,16-1-2021,T,065.5,071.9,068.0,061.7,051.3,042.8
8,16-1-2021,T,061.8,069.6,065.2,059.8,050.1,040.1
10,16-1-2021,T,062.6,070.2,064.2,055.3,045.9,044.4
11,16-1-2021,T,062.8,069.0,064.9,059.5,043.2,038.0
12,16-1-2021,T,060.4,067.0,060.0,056.2,048.2,045.3
13,16-1-2021,T,055.3,066.1,057.5,050.2,041.6,038.9
14,16-1-2021,T,061.6,067.8,063.7,060.2,051.4,044.8
16,16-1-2021,T,055.0,061.6,057.2,050.5,039.2,036.8
17,16-1-2021,T,053.0,061.9,056.0,049.5,041.9,039.6
18,16-1-2021,T,055.0,062.4,055.7,048.1,043.2,041.8
19,16-1-2021,T,055.7,064.3,058.4,051.0,038.9,034.7
20,16-1-2021,T,054.9,063.3,057.9,051.5,041.2,039.0
25,16-1-2021,T,064.3,067.8,066.6,064.3,056.6,048.3
26,16-1-2021,T,056.8,066.0,059.8,054.0,049.4,044.7
27,16-1-2021,T,056.7,066.2,057.2,049.2,043.6,039.4
28,16-1-2021,T,063.4,072.9,067.5,056.6,041.9,039.2
29,16-1-2021,T,048.5,058.9,052.4,043.0,032.9,031.2
30,16-1-2021,T,054.5,063.3,057.5,051.7,045.9,042.4
31,16-1-2021,T,060.6,071.2,065.6,052.4,043.7,041.2
47,16-1-2021,T,050.6,061.4,051.2,045.6,039.5,038.1
48,16-1-2021,T,057.3,066.7,059.6,055.2,044.6,039.5
50,16-1-2021,T,063.7,068.3,064.9,060.3,050.7,046.4
54,16-1-2021,T,058.2,066.5,062.3,055.4,043.0,040.8
55,16-1-2021,T,052.4,061.9,054.8,048.5,044.2,041.0
86,16-1-2021,T,051.1,060.8,053.5,045.4,039.2,038.0
1,16-1-2021,D,066.1,071.6,069.2,062.4,054.4,048.5
2,16-1-2021,D,068.0,071.9,069.2,066.1,061.1,057.2
3,16-1-2021,D,059.6,071.1,060.7,054.9,045.7,041.0
5,16-1-2021,D,057.9,065.1,059.0,054.6,049.4,043.9
6,16-1-2021,D,066.1,072.3,068.3,062.6,057.0,051.5
8,16-1-2021,D,062.4,069.6,065.5,060.7,055.1,049.4
10,16-1-2021,D,061.8,070.6,065.3,057.5,051.3,046.6
11,16-1-2021,D,064.2,070.1,065.7,061.2,053.7,045.4
12,16-1-2021,D,061.9,068.8,060.8,057.3,053.7,049.8
13,16-1-2021,D,057.1,067.9,058.8,052.6,047.6,044.7
14,16-1-2021,D,062.5,068.3,064.0,061.2,057.9,054.4
16,16-1-2021,D,056.4,061.8,057.7,052.3,046.3,042.2
17,16-1-2021,D,054.4,062.8,057.2,051.7,047.2,044.8
18,16-1-2021,D,057.1,064.3,056.8,050.3,045.4,043.2
19,16-1-2021,D,056.3,064.8,059.4,053.5,047.7,044.5
20,16-1-2021,D,056.4,064.0,058.7,053.3,048.5,044.4
25,16-1-2021,D,065.4,067.9,066.8,065.2,062.9,060.0
26,16-1-2021,D,057.7,066.6,061.3,054.8,052.0,049.6
27,16-1-2021,D,058.8,068.7,058.9,051.2,044.9,041.0
28,16-1-2021,D,065.4,073.7,069.0,060.8,051.9,047.0
29,16-1-2021,D,050.1,059.3,054.1,045.9,040.4,035.5
30,16-1-2021,D,055.5,064.3,058.4,052.4,048.4,046.0
31,16-1-2021,D,061.7,071.3,066.6,054.7,049.4,047.1
47,16-1-2021,D,052.0,062.0,052.5,047.1,044.3,042.4
48,16-1-2021,D,058.4,068.2,060.7,056.0,050.9,045.6
50,16-1-2021,D,064.3,069.0,065.2,061.5,056.1,052.1
54,16-1-2021,D,059.0,066.1,062.7,057.1,050.9,047.2
55,16-1-2021,D,053.9,062.9,055.9,050.3,045.8,042.5
86,16-1-2021,D,052.3,062.0,055.0,047.8,043.2,041.2
1,16-1-2021,E,067.8,072.5,070.2,063.3,056.6,054.2
2,16-1-2021,E,072.2,079.5,070.2,067.0,062.5,059.2
3,16-1-2021,E,058.4,068.0,060.3,055.0,050.3,047.4
5,16-1-2021,E,061.7,067.3,059.4,055.1,051.5,048.3
6,16-1-2021,E,067.8,072.6,069.5,064.0,060.0,057.1
8,16-1-2021,E,063.7,070.7,066.7,061.9,057.6,052.1
10,16-1-2021,E,066.8,071.9,065.0,057.5,052.3,049.0
11,16-1-2021,E,063.3,068.5,065.3,061.5,056.4,052.3
12,16-1-2021,E,061.0,068.6,060.4,057.5,055.0,052.8
13,16-1-2021,E,055.6,064.9,058.7,052.4,047.4,044.7
14,16-1-2021,E,063.7,072.3,064.3,061.3,058.1,055.2
16,16-1-2021,E,055.5,062.5,058.1,052.7,047.0,043.2
17,16-1-2021,E,054.4,063.8,056.4,050.9,046.3,044.1
18,16-1-2021,E,053.8,062.5,056.6,050.4,046.4,044.7
19,16-1-2021,E,059.3,066.6,059.1,053.1,049.1,046.7
20,16-1-2021,E,056.2,064.5,059.4,053.7,049.2,045.8
25,16-1-2021,E,065.7,068.0,066.8,065.3,063.3,061.4
26,16-1-2021,E,056.6,065.9,059.1,054.1,051.4,049.5
27,16-1-2021,E,051.8,061.3,054.8,048.9,045.5,043.2
28,16-1-2021,E,063.1,072.2,066.9,058.2,051.7,047.8
29,16-1-2021,E,049.1,059.7,052.9,043.3,038.3,035.5
30,16-1-2021,E,055.7,064.2,058.3,053.5,050.6,049.0
31,16-1-2021,E,063.5,072.6,068.6,056.8,051.2,046.8
47,16-1-2021,E,051.2,063.6,051.9,045.8,043.3,041.9
48,16-1-2021,E,059.0,063.3,059.9,057.1,054.1,050.4
50,16-1-2021,E,065.7,070.5,065.6,062.2,057.7,055.1
54,16-1-2021,E,061.1,069.5,064.2,058.6,054.0,049.3
55,16-1-2021,E,050.5,060.4,052.5,047.1,044.8,043.5
86,16-1-2021,E,053.2,061.4,053.9,047.2,043.5,042.0
1,16-1-2021,N,061.2,070.0,065.6,055.0,046.9,043.4
2,16-1-2021,N,064.7,070.2,067.4,063.7,054.3,049.6
3,16-1-2021,N,056.2,064.8,052.0,041.1,038.7,038.1
5,16-1-2021,N,047.3,058.3,050.7,041.6,037.7,036.4
6,16-1-2021,N,061.5,069.9,064.8,056.2,046.0,041.3
8,16-1-2021,N,058.4,067.8,062.5,054.4,043.9,038.7
10,16-1-2021,N,057.1,067.1,056.9,047.4,045.1,044.1
11,16-1-2021,N,057.2,065.7,061.1,049.8,039.1,037.3
12,16-1-2021,N,054.9,061.0,056.3,050.4,046.2,044.5
13,16-1-2021,N,048.0,058.1,050.5,043.3,039.8,038.3
14,16-1-2021,N,057.0,065.0,060.7,054.3,046.9,043.3
16,16-1-2021,N,050.4,059.8,053.7,042.1,037.5,036.3
17,16-1-2021,N,045.9,055.4,048.7,043.2,040.4,039.2
18,16-1-2021,N,047.6,056.9,049.0,044.2,042.3,041.2
19,16-1-2021,N,047.8,058.6,051.0,042.0,036.1,034.1
20,16-1-2021,N,048.3,058.8,050.9,043.3,039.5,038.4
25,16-1-2021,N,060.2,065.8,063.6,059.2,051.7,046.1
26,16-1-2021,N,055.1,065.0,057.8,052.1,046.2,043.8
27,16-1-2021,N,053.0,063.1,053.9,046.8,041.6,038.6
28,16-1-2021,N,056.0,068.6,057.8,044.6,040.0,038.6
29,16-1-2021,N,042.6,055.1,042.9,034.6,031.7,031.1
30,16-1-2021,N,049.9,058.6,052.3,047.9,043.9,041.4
31,16-1-2021,N,050.8,062.4,049.5,045.3,042.1,040.5
47,16-1-2021,N,045.6,055.9,044.3,040.6,038.5,037.8
48,16-1-2021,N,052.5,059.9,056.8,048.9,041.2,039.0
50,16-1-2021,N,060.3,066.4,062.4,054.1,047.9,045.4
54,16-1-2021,N,052.1,063.8,055.5,045.0,041.7,040.1
55,16-1-2021,N,050.5,061.2,053.0,046.9,042.4,040.3
86,16-1-2021,N,043.2,052.8,044.2,040.1,038.3,037.4
1,17-1-2021,T,063.8,070.9,068.2,058.7,049.2,043.9
2,17-1-2021,T,067.1,071.6,068.3,064.6,057.8,051.5
3,17-1-2021,T,055.4,065.4,058.3,049.9,041.5,040.2
5,17-1-2021,T,054.6,061.9,058.0,052.3,039.7,037.4
6,17-1-2021,T,065.0,071.2,067.3,060.8,050.7,042.0
8,17-1-2021,T,062.3,070.1,065.1,059.0,049.8,040.3
10,17-1-2021,T,060.7,069.6,063.5,054.5,046.1,045.1
11,17-1-2021,T,062.5,068.4,064.5,058.1,042.5,037.7
12,17-1-2021,T,059.9,069.1,060.1,055.5,047.8,045.3
13,17-1-2021,T,053.0,063.0,055.4,047.4,040.3,037.4
14,17-1-2021,T,061.4,067.7,063.0,059.0,050.3,042.6
16,17-1-2021,T,054.3,061.7,057.0,049.2,038.8,036.6
17,17-1-2021,T,054.7,064.9,058.1,048.9,039.5,037.1
18,17-1-2021,T,052.6,063.1,055.1,046.5,041.5,040.1
19,17-1-2021,T,055.3,065.1,057.8,049.2,038.9,034.0
20,17-1-2021,T,055.8,065.4,057.9,050.3,039.9,037.2
25,17-1-2021,T,063.4,067.5,065.9,063.1,053.1,042.6
26,17-1-2021,T,057.3,067.6,060.5,053.8,046.8,041.0
27,17-1-2021,T,057.5,067.6,057.9,049.0,041.9,038.2
28,17-1-2021,T,063.3,073.1,067.3,054.9,039.3,037.1
29,17-1-2021,T,049.2,059.4,053.4,043.4,032.2,031.1
30,17-1-2021,T,055.0,065.3,057.6,049.4,044.2,041.4
31,17-1-2021,T,059.1,070.4,063.7,049.2,040.5,038.6
47,17-1-2021,T,051.6,062.9,052.1,044.8,038.9,037.1
48,17-1-2021,T,055.5,062.4,057.9,053.8,043.9,038.0
50,17-1-2021,T,062.6,067.8,064.2,059.1,049.0,045.3
54,17-1-2021,T,057.2,065.8,061.4,053.7,042.5,039.4
55,17-1-2021,T,055.8,066.3,053.1,046.2,041.1,038.7
86,17-1-2021,T,049.9,059.6,052.1,043.9,038.8,037.3
1,17-1-2021,D,064.1,070.7,068.2,059.7,052.8,048.2
2,17-1-2021,D,066.6,071.8,068.4,064.8,059.5,055.5
3,17-1-2021,D,055.4,064.8,058.7,052.4,044.4,041.7
5,17-1-2021,D,056.2,063.1,058.9,054.5,048.4,042.6
6,17-1-2021,D,065.9,071.7,067.8,061.7,054.8,048.2
8,17-1-2021,D,062.8,070.4,065.3,059.9,052.7,045.5
10,17-1-2021,D,062.4,070.0,064.5,056.5,050.3,046.0
11,17-1-2021,D,063.4,068.7,065.0,060.1,050.8,042.7
12,17-1-2021,D,061.6,071.2,061.3,057.1,052.5,048.2
13,17-1-2021,D,054.4,065.0,056.9,049.6,043.5,041.3
14,17-1-2021,D,062.5,069.7,063.5,060.1,055.2,050.5
16,17-1-2021,D,054.3,061.6,057.4,051.0,043.0,040.1
17,17-1-2021,D,057.0,066.5,060.8,052.2,045.3,042.2
18,17-1-2021,D,054.3,065.1,056.8,049.0,043.6,042.0
19,17-1-2021,D,057.3,066.7,059.2,051.6,045.9,042.8
20,17-1-2021,D,057.1,067.3,059.5,052.2,046.4,042.0
25,17-1-2021,D,064.5,067.6,066.2,064.1,060.5,056.6
26,17-1-2021,D,058.8,069.0,062.3,054.6,050.8,048.1
27,17-1-2021,D,059.7,070.1,060.1,050.0,043.1,039.7
28,17-1-2021,D,065.3,073.8,069.2,059.4,049.2,042.6
29,17-1-2021,D,051.1,060.1,054.8,047.2,040.6,035.4
30,17-1-2021,D,056.4,066.9,058.9,050.4,045.3,042.9
31,17-1-2021,D,060.4,070.7,065.4,051.9,046.5,044.1
47,17-1-2021,D,052.5,063.4,053.1,046.6,042.5,040.7
48,17-1-2021,D,056.2,063.6,058.1,054.6,048.8,043.2
50,17-1-2021,D,063.6,070.0,064.6,060.4,054.0,049.8
54,17-1-2021,D,058.1,065.8,061.9,055.8,048.8,045.5
55,17-1-2021,D,058.4,070.3,055.3,047.4,043.1,040.2
86,17-1-2021,D,051.8,060.8,053.9,046.3,042.1,040.1
1,17-1-2021,E,065.7,072.0,069.5,061.8,055.1,052.5
2,17-1-2021,E,070.0,079.5,069.4,066.0,061.3,058.4
3,17-1-2021,E,058.3,067.9,060.2,054.8,047.2,044.1
5,17-1-2021,E,055.8,061.3,058.3,054.2,050.1,046.8
6,17-1-2021,E,067.0,073.0,068.3,063.2,058.3,054.3
8,17-1-2021,E,064.3,070.9,066.5,061.2,055.5,050.4
10,17-1-2021,E,060.7,070.1,064.6,057.0,051.7,048.8
11,17-1-2021,E,064.2,069.2,065.1,060.7,054.7,049.3
12,17-1-2021,E,059.4,069.4,060.1,056.6,053.2,049.9
13,17-1-2021,E,054.4,062.0,055.5,049.7,045.5,043.8
14,17-1-2021,E,062.9,068.0,063.7,060.6,057.0,053.6
16,17-1-2021,E,055.8,062.7,058.7,052.2,044.9,041.2
17,17-1-2021,E,052.3,059.7,055.4,050.1,046.5,044.7
18,17-1-2021,E,052.9,062.9,054.2,047.5,045.0,044.1
19,17-1-2021,E,055.7,064.6,058.8,052.4,047.5,044.5
20,17-1-2021,E,057.6,064.4,058.4,052.4,047.7,044.1
25,17-1-2021,E,064.9,067.8,066.6,064.7,062.4,059.7
26,17-1-2021,E,057.7,066.0,060.5,055.6,052.7,050.4
27,17-1-2021,E,056.0,065.1,057.5,051.4,047.0,043.3
28,17-1-2021,E,062.5,072.4,066.4,057.2,050.1,047.3
29,17-1-2021,E,049.2,059.9,053.3,043.2,036.9,033.8
30,17-1-2021,E,054.7,063.2,057.3,052.1,048.6,045.7
31,17-1-2021,E,061.5,071.8,066.5,053.5,046.6,044.9
47,17-1-2021,E,053.4,065.7,053.1,045.8,042.9,041.5
48,17-1-2021,E,057.3,064.3,058.7,055.6,051.7,047.8
50,17-1-2021,E,064.4,070.0,065.1,061.4,057.0,054.0
54,17-1-2021,E,059.5,067.0,063.3,057.6,051.5,047.2
55,17-1-2021,E,050.7,060.9,052.3,047.2,044.4,042.9
86,17-1-2021,E,049.3,059.5,052.0,045.0,041.0,039.4
1,17-1-2021,N,062.0,070.8,066.5,055.2,045.5,043.0
2,17-1-2021,N,064.9,070.9,067.8,064.0,054.4,049.8
3,17-1-2021,N,052.6,064.5,052.4,042.5,040.8,040.0
5,17-1-2021,N,047.8,058.1,051.5,042.1,038.1,037.1
6,17-1-2021,N,061.4,070.3,065.0,056.0,046.0,040.5
8,17-1-2021,N,059.9,069.3,063.8,055.6,045.1,038.4
10,17-1-2021,N,058.8,067.8,058.4,048.0,045.3,044.6
11,17-1-2021,N,059.2,067.1,061.8,048.7,039.0,037.1
12,17-1-2021,N,055.8,061.7,056.9,050.2,046.2,045.1
13,17-1-2021,N,047.1,057.0,050.6,042.6,038.3,037.1
14,17-1-2021,N,057.5,065.8,061.2,054.1,045.4,041.2
16,17-1-2021,N,049.5,060.3,053.7,041.8,037.4,036.2
17,17-1-2021,N,046.9,056.6,049.6,041.8,037.8,036.7
18,17-1-2021,N,048.1,057.7,049.8,042.7,040.5,040.0
19,17-1-2021,N,049.1,059.9,052.3,042.6,035.9,033.3
20,17-1-2021,N,049.2,059.9,052.4,043.0,037.9,036.8
25,17-1-2021,N,059.4,065.9,063.4,057.4,045.7,041.2
26,17-1-2021,N,052.9,063.3,055.3,050.0,042.7,040.1
27,17-1-2021,N,050.3,061.1,053.0,045.8,039.9,037.5
28,17-1-2021,N,056.6,069.1,057.7,042.7,037.5,036.7
29,17-1-2021,N,042.6,055.9,043.8,033.8,031.4,031.0
30,17-1-2021,N,052.5,062.8,055.8,046.9,042.7,040.8
31,17-1-2021,N,049.9,061.7,049.6,042.3,039.3,038.2
47,17-1-2021,N,047.3,057.8,049.2,040.4,037.6,036.7
48,17-1-2021,N,052.9,060.8,057.2,048.8,040.2,037.1
50,17-1-2021,N,058.5,066.4,062.5,053.1,046.5,044.6
54,17-1-2021,N,051.8,063.5,055.3,044.4,040.5,038.8
