NMT; anio; mes; dia; tipo; LAEQ; LAS01; LAS10; LAS50; LAS90; LAS99
24;2021;1;3; N; 041.9; 052.5; 042.8; 038.5; 037.2; 036.2
25;2021;1;3; N; 061.4; 068.5; 066.0; 058.5; 044.6; 036.9
26;2021;1;3; N; 054.3; 066.0; 055.7; 049.4; 042.3; 039.4
27;2021;1;3; N; 049.9; 062.8; 050.3; 041.1; 034.2; 032.5
28;2021;1;3; N; 058.4; 070.8; 061.4; 040.4; 036.5; 035.4
29;2021;1;3; N; 047.2; 061.3; 046.8; 033.3; 031.4; 031.0
30;2021;1;3; N; 050.5; 060.8; 053.9; 042.5; 038.5; 037.2
31;2021;1;3; N; 051.5; 064.5; 048.1; 040.5; 037.8; 037.0
47;2021;1;3; N; 046.0; 057.7; 044.3; 038.8; 036.4; 035.7
48;2021;1;3; N; 054.3; 062.0; 057.6; 047.3; 038.3; 036.0
54;2021;1;3; N; 052.7; 063.7; 057.2; 040.5; 035.0; 033.1
55;2021;1;3; N; 049.9; 058.4; 048.9; 041.8; 037.6; 036.2
86;2021;1;3; N; 045.2; 057.0; 044.4; 038.7; 037.2; 036.2
1;2021;1;4; T; 065.4; 071.9; 069.5; 062.0; 047.5; 038.9
2;2021;1;4; T; 068.7; 074.8; 070.3; 066.8; 056.4; 049.2
3;2021;1;4; T; 060.1; 069.8; 063.0; 055.6; 041.2; 038.4
5;2021;1;4; T; 059.6; 066.8; 062.9; 057.8; 039.5; 037.2
6;2021;1;4; T; 067.7; 075.5; 071.3; 064.8; 048.9; 039.6
8;2021;1;4; T; 064.5; 071.6; 067.9; 063.1; 049.2; 040.4
10;2021;1;4; T; 064.1; 072.8; 067.5; 059.0; 046.5; 045.2
11;2021;1;4; T; 066.9; 073.2; 070.2; 064.9; 040.5; 037.2
12;2021;1;4; T; 061.2; 068.9; 063.4; 059.1; 044.4; 037.3
13;2021;1;4; T; 055.9; 063.9; 058.8; 052.2; 039.5; 037.1
14;2021;1;4; T; 063.3; 069.5; 065.5; 062.2; 052.3; 043.4
16;2021;1;4; T; 061.0; 067.8; 064.8; 058.6; 039.2; 036.4
17;2021;1;4; T; 055.9; 065.7; 058.5; 051.9; 040.9; 036.7
18;2021;1;4; T; 056.1; 067.2; 057.4; 048.8; 041.2; 040.1
19;2021;1;4; T; 058.2; 066.4; 061.7; 054.8; 039.7; 033.3
20;2021;1;4; T; 059.8; 066.7; 061.9; 055.6; 040.4; 038.2
24;2021;1;4; T; 046.9; 055.9; 050.4; 043.0; 037.0; 036.1
25;2021;1;4; T; 066.3; 070.7; 068.6; 066.4; 054.7; 042.6
26;2021;1;4; T; 059.4; 068.2; 063.7; 055.4; 043.9; 037.0
27;2021;1;4; T; 055.2; 065.4; 059.4; 049.5; 036.7; 032.4
28;2021;1;4; T; 066.5; 074.9; 071.0; 062.2; 039.6; 037.2
29;2021;1;4; T; 056.3; 065.8; 061.3; 049.9; 033.1; 032.1
30;2021;1;4; T; 057.5; 065.6; 061.0; 054.8; 043.2; 040.7
31;2021;1;4; T; 064.0; 073.6; 069.3; 056.2; 042.4; 039.7
47;2021;1;4; T; 053.0; 065.2; 054.0; 047.2; 037.9; 036.5
48;2021;1;4; T; 058.9; 065.4; 062.1; 057.8; 044.2; 039.6
50;2021;1;4; T; 066.2; 074.5; 067.5; 064.4; 060.4; 056.3
54;2021;1;4; T; 060.3; 067.0; 063.9; 059.1; 041.9; 038.7
55;2021;1;4; T; 052.8; 062.6; 055.7; 049.0; 040.0; 037.2
86;2021;1;4; T; 054.5; 063.3; 057.6; 049.6; 037.7; 036.1
1;2021;1;4; D; 067.0; 072.3; 070.3; 065.2; 058.5; 054.2
2;2021;1;4; D; 069.7; 076.3; 070.9; 068.3; 064.7; 061.8
3;2021;1;4; D; 062.0; 071.7; 064.3; 059.2; 053.2; 045.3
5;2021;1;4; D; 061.4; 068.0; 063.8; 059.9; 055.9; 051.5
6;2021;1;4; D; 069.3; 076.3; 072.1; 067.1; 062.7; 058.6
8;2021;1;4; D; 066.0; 072.0; 068.7; 064.6; 061.4; 057.2
10;2021;1;4; D; 066.3; 073.7; 069.3; 062.1; 056.7; 053.0
11;2021;1;4; D; 068.6; 074.1; 070.9; 067.5; 061.6; 055.2
12;2021;1;4; D; 062.6; 069.9; 064.3; 061.1; 057.5; 054.4
13;2021;1;4; D; 057.1; 064.7; 059.6; 054.6; 049.0; 045.5
14;2021;1;4; D; 064.3; 069.6; 065.9; 063.4; 060.8; 058.6
16;2021;1;4; D; 062.5; 068.0; 065.5; 061.3; 053.4; 046.6
17;2021;1;4; D; 056.5; 064.4; 058.5; 053.7; 049.4; 046.6
18;2021;1;4; D; 058.5; 070.2; 059.2; 052.5; 046.0; 042.9
19;2021;1;4; D; 059.6; 067.1; 062.6; 057.3; 053.0; 050.7
20;2021;1;4; D; 061.8; 067.4; 063.0; 057.9; 053.5; 049.7
24;2021;1;4; D; 049.0; 057.1; 051.9; 046.6; 041.7; 040.1
25;2021;1;4; D; 067.7; 071.4; 069.1; 067.4; 065.8; 064.3
26;2021;1;4; D; 061.1; 068.7; 065.0; 057.3; 053.9; 051.4
27;2021;1;4; D; 056.9; 066.3; 061.0; 051.8; 047.2; 044.3
28;2021;1;4; D; 068.4; 075.5; 072.2; 066.0; 058.7; 053.2
29;2021;1;4; D; 058.2; 066.3; 062.5; 054.3; 047.2; 043.0
30;2021;1;4; D; 059.1; 065.8; 062.0; 057.8; 053.3; 050.6
31;2021;1;4; D; 065.7; 074.0; 070.5; 060.7; 053.5; 051.4
47;2021;1;4; D; 053.7; 065.5; 055.0; 049.3; 046.3; 044.6
48;2021;1;4; D; 060.5; 066.0; 062.9; 059.8; 055.5; 052.1
50;2021;1;4; D; 066.9; 075.2; 067.7; 064.8; 061.5; 058.9
54;2021;1;4; D; 061.9; 067.5; 064.7; 061.2; 057.1; 052.0
55;2021;1;4; D; 054.6; 063.4; 057.5; 051.5; 047.4; 045.3
86;2021;1;4; D; 056.6; 065.1; 059.0; 052.7; 047.7; 044.8
1;2021;1;4; E; 065.5; 071.8; 068.6; 063.9; 056.9; 051.8
2;2021;1;4; E; 070.4; 074.7; 069.6; 066.9; 063.0; 059.8
3;2021;1;4; E; 059.7; 069.8; 062.0; 054.9; 049.2; 045.1
5;2021;1;4; E; 060.3; 066.4; 063.2; 059.0; 054.2; 049.1
6;2021;1;4; E; 068.8; 077.0; 071.3; 066.3; 061.7; 056.0
8;2021;1;4; E; 065.3; 072.3; 068.1; 063.5; 059.2; 051.9
10;2021;1;4; E; 063.8; 072.5; 067.6; 060.3; 054.2; 050.3
11;2021;1;4; E; 067.7; 073.2; 070.1; 066.3; 059.0; 052.4
12;2021;1;4; E; 062.1; 070.2; 063.0; 059.7; 055.5; 051.5
13;2021;1;4; E; 057.8; 064.6; 059.3; 054.4; 049.1; 044.5
14;2021;1;4; E; 065.1; 075.1; 065.6; 062.6; 059.3; 056.0
16;2021;1;4; E; 062.1; 067.8; 065.0; 060.1; 051.4; 045.3
17;2021;1;4; E; 059.4; 069.5; 062.7; 055.0; 049.3; 046.4
18;2021;1;4; E; 053.2; 062.2; 056.3; 049.2; 043.8; 042.2
19;2021;1;4; E; 059.9; 067.5; 062.1; 056.0; 050.0; 047.1
20;2021;1;4; E; 059.9; 067.6; 062.5; 056.1; 049.9; 045.6
24;2021;1;4; E; 044.9; 054.2; 047.9; 042.2; 040.0; 039.1
25;2021;1;4; E; 066.7; 069.6; 068.1; 066.6; 064.6; 061.9
26;2021;1;4; E; 059.0; 067.6; 063.2; 055.2; 052.1; 049.6
27;2021;1;4; E; 055.1; 064.7; 059.1; 050.6; 046.5; 044.3
28;2021;1;4; E; 066.5; 074.5; 070.6; 063.4; 054.7; 047.8
29;2021;1;4; E; 056.5; 066.2; 061.3; 049.9; 041.6; 036.5
30;2021;1;4; E; 056.9; 064.6; 059.8; 053.5; 048.2; 046.1
31;2021;1;4; E; 065.6; 073.8; 070.2; 061.0; 052.2; 048.2
47;2021;1;4; E; 055.7; 067.6; 056.9; 046.9; 043.1; 041.3
48;2021;1;4; E; 059.4; 065.8; 062.1; 058.3; 053.6; 050.4
50;2021;1;4; E; 065.1; 069.9; 067.2; 064.0; 059.7; 055.8
54;2021;1;4; E; 061.5; 067.6; 064.1; 060.3; 054.7; 047.3
55;2021;1;4; E; 053.1; 063.0; 055.6; 049.3; 044.4; 042.8
86;2021;1;4; E; 054.2; 062.3; 057.5; 050.4; 045.5; 042.7
1;2021;1;4; N; 059.8; 069.7; 064.4; 053.0; 041.0; 038.0
2;2021;1;4; N; 063.9; 071.0; 067.5; 060.4; 052.3; 047.3
3;2021;1;4; N; 055.4; 065.6; 052.9; 043.4; 039.3; 038.1
5;2021;1;4; N; 051.4; 061.7; 055.7; 044.9; 037.6; 037.1
6;2021;1;4; N; 061.5; 070.9; 065.0; 054.2; 042.5; 038.6
8;2021;1;4; N; 059.4; 069.6; 063.5; 054.0; 042.2; 039.6
10;2021;1;4; N; 055.7; 067.4; 058.4; 047.7; 045.9; 045.1
11;2021;1;4; N; 058.7; 069.4; 063.6; 048.4; 037.7; 037.0
12;2021;1;4; N; 056.1; 063.9; 058.4; 049.3; 039.3; 036.4
13;2021;1;4; N; 049.5; 060.5; 051.6; 042.0; 037.9; 036.6
14;2021;1;4; N; 058.7; 066.8; 062.7; 056.0; 046.8; 041.4
16;2021;1;4; N; 055.7; 066.6; 060.5; 041.9; 037.3; 036.1
17;2021;1;4; N; 050.1; 059.3; 053.3; 043.9; 038.3; 036.0
18;2021;1;4; N; 047.2; 058.3; 049.3; 041.7; 040.5; 040.0
19;2021;1;4; N; 051.3; 062.5; 054.9; 044.0; 035.6; 031.8
20;2021;1;4; N; 050.3; 061.9; 053.3; 043.5; 038.8; 038.1
24;2021;1;4; N; 040.7; 051.3; 042.1; 037.7; 036.3; 036.0
25;2021;1;4; N; 061.4; 068.0; 065.5; 059.2; 047.6; 039.9
26;2021;1;4; N; 054.7; 066.3; 056.8; 048.9; 039.1; 035.8
27;2021;1;4; N; 049.8; 062.5; 049.3; 040.7; 033.8; 031.6
28;2021;1;4; N; 059.8; 072.0; 063.0; 043.8; 038.0; 036.8
29;2021;1;4; N; 048.6; 062.0; 049.9; 034.6; 032.3; 031.7
30;2021;1;4; N; 053.8; 065.8; 054.8; 045.4; 041.6; 040.2
31;2021;1;4; N; 051.5; 063.9; 051.3; 044.3; 040.6; 039.2
47;2021;1;4; N; 047.4; 058.6; 046.0; 039.5; 037.1; 036.2
48;2021;1;4; N; 053.0; 061.1; 057.0; 048.5; 041.1; 038.7
54;2021;1;4; N; 052.6; 063.2; 057.0; 044.4; 039.9; 038.1
55;2021;1;4; N; 046.5; 057.0; 048.6; 042.0; 038.0; 036.8
86;2021;1;4; N; 045.9; 057.8; 047.5; 039.2; 036.5; 035.6
1;2021;1;5; T; 065.4; 071.3; 068.7; 063.0; 048.8; 040.6
2;2021;1;5; T; 068.6; 074.0; 070.6; 067.1; 058.1; 050.0
3;2021;1;5; T; 060.5; 069.6; 063.4; 056.1; 040.2; 038.3
5;2021;1;5; T; 060.7; 066.8; 063.3; 058.3; 040.0; 036.1
6;2021;1;5; T; 068.1; 075.0; 071.5; 065.1; 049.9; 041.0
8;2021;1;5; T; 064.6; 071.8; 068.0; 063.0; 049.0; 040.1
10;2021;1;5; T; 063.7; 072.9; 068.0; 059.4; 047.0; 045.3
11;2021;1;5; T; 066.8; 073.4; 070.1; 065.1; 045.1; 037.5
12;2021;1;5; T; 061.5; 069.1; 063.5; 059.2; 047.8; 044.6
13;2021;1;5; T; 056.5; 065.6; 059.3; 052.7; 037.6; 036.1
14;2021;1;5; T; 064.0; 070.1; 066.2; 062.7; 051.8; 042.4
16;2021;1;5; T; 060.8; 067.6; 064.6; 058.6; 037.1; 034.8
17;2021;1;5; T; 054.8; 064.1; 057.8; 051.3; 041.6; 038.8
18;2021;1;5; T; 057.3; 069.0; 059.0; 051.1; 042.7; 042.1
19;2021;1;5; T; 058.8; 066.8; 061.8; 054.8; 039.1; 032.3
20;2021;1;5; T; 058.9; 067.4; 062.0; 055.4; 039.3; 037.3
24;2021;1;5; T; 049.2; 057.8; 052.6; 046.5; 037.8; 037.1
25;2021;1;5; T; 067.1; 071.6; 069.4; 067.3; 057.0; 047.4
26;2021;1;5; T; 059.8; 068.6; 064.2; 056.0; 047.5; 042.1
27;2021;1;5; T; 056.4; 066.1; 060.0; 050.0; 040.1; 035.3
28;2021;1;5; T; 067.0; 075.2; 071.4; 062.8; 038.3; 036.0
29;2021;1;5; T; 056.6; 066.0; 061.4; 050.4; 032.1; 031.1
30;2021;1;5; T; 057.3; 065.4; 060.9; 054.6; 042.5; 040.0
31;2021;1;5; T; 064.0; 073.8; 069.3; 054.6; 041.7; 039.2
47;2021;1;5; T; 054.5; 065.5; 054.4; 046.9; 037.0; 035.7
48;2021;1;5; T; 058.8; 065.9; 062.0; 057.5; 044.4; 037.8
54;2021;1;5; T; 060.6; 067.4; 064.3; 059.5; 042.1; 038.4
55;2021;1;5; T; 053.6; 063.2; 056.1; 049.5; 041.2; 038.2
86;2021;1;5; T; 056.0; 066.2; 058.7; 050.1; 039.9; 036.9
1;2021;1;5; D; 066.5; 071.7; 069.3; 065.4; 059.8; 055.6
2;2021;1;5; D; 069.7; 074.6; 071.1; 068.5; 064.8; 061.7
3;2021;1;5; D; 062.1; 070.5; 064.7; 059.2; 053.5; 046.5
5;2021;1;5; D; 062.5; 067.8; 064.0; 060.3; 056.3; 052.8
6;2021;1;5; D; 069.9; 075.9; 072.4; 067.5; 063.0; 058.5
8;2021;1;5; D; 065.9; 072.3; 068.6; 064.4; 061.0; 055.5
10;2021;1;5; D; 065.4; 073.6; 069.4; 062.2; 056.7; 052.2
11;2021;1;5; D; 068.5; 074.3; 070.8; 067.5; 061.8; 055.6
12;2021;1;5; D; 062.9; 071.0; 064.2; 061.0; 057.4; 054.2
13;2021;1;5; D; 058.2; 067.3; 060.3; 055.3; 049.3; 044.7
14;2021;1;5; D; 065.1; 070.7; 066.8; 063.9; 061.3; 059.2
16;2021;1;5; D; 062.3; 067.8; 065.1; 061.2; 053.3; 045.3
17;2021;1;5; D; 055.7; 064.3; 058.5; 053.5; 048.2; 044.6
18;2021;1;5; D; 057.8; 067.7; 060.0; 053.7; 048.5; 045.2
19;2021;1;5; D; 060.2; 067.4; 062.7; 057.2; 052.4; 049.9
20;2021;1;5; D; 060.4; 068.0; 062.9; 057.4; 053.0; 048.8
24;2021;1;5; D; 051.3; 058.8; 054.2; 049.3; 045.9; 043.6
25;2021;1;5; D; 068.5; 072.3; 069.8; 068.2; 066.6; 065.2
26;2021;1;5; D; 061.3; 068.9; 065.4; 057.8; 054.3; 052.0
27;2021;1;5; D; 057.7; 066.9; 061.4; 052.7; 045.8; 042.7
28;2021;1;5; D; 068.8; 075.8; 072.6; 066.4; 059.0; 053.3
29;2021;1;5; D; 058.5; 066.7; 062.6; 055.1; 048.2; 044.1
30;2021;1;5; D; 059.1; 066.1; 062.0; 057.4; 052.6; 050.1
31;2021;1;5; D; 065.6; 074.3; 070.5; 059.4; 050.9; 048.4
47;2021;1;5; D; 054.8; 065.4; 055.6; 049.4; 045.4; 042.7
48;2021;1;5; D; 060.5; 066.9; 062.9; 059.4; 054.9; 051.2
54;2021;1;5; D; 062.2; 067.8; 064.9; 061.4; 057.2; 052.5
55;2021;1;5; D; 055.1; 063.9; 057.6; 051.4; 047.1; 044.2
86;2021;1;5; D; 055.7; 064.1; 059.1; 052.4; 045.7; 042.3
1;2021;1;5; E; 067.2; 077.5; 068.8; 065.0; 059.2; 056.1
2;2021;1;5; E; 069.8; 076.0; 070.1; 067.5; 063.9; 061.3
3;2021;1;5; E; 061.2; 068.1; 062.3; 056.6; 052.9; 051.0
5;2021;1;5; E; 061.4; 067.8; 063.8; 059.7; 055.3; 051.4
6;2021;1;5; E; 068.1; 074.8; 071.1; 066.0; 061.3; 056.8
8;2021;1;5; E; 065.7; 073.2; 068.3; 063.8; 059.5; 053.9
10;2021;1;5; E; 064.0; 072.8; 068.1; 060.2; 054.2; 050.3
11;2021;1;5; E; 066.9; 072.4; 069.8; 066.2; 059.4; 053.4
12;2021;1;5; E; 062.8; 069.3; 063.5; 060.2; 056.5; 053.5
13;2021;1;5; E; 057.2; 066.0; 059.7; 054.6; 048.9; 044.5
14;2021;1;5; E; 065.7; 072.9; 066.4; 063.7; 060.2; 057.0
16;2021;1;5; E; 061.4; 067.6; 065.0; 060.2; 049.9; 042.3
17;2021;1;5; E; 057.6; 067.9; 059.5; 053.7; 047.5; 044.6
18;2021;1;5; E; 061.1; 072.8; 062.8; 053.2; 047.0; 045.1
19;2021;1;5; E; 060.3; 067.5; 062.3; 056.5; 051.4; 048.1
20;2021;1;5; E; 060.5; 069.5; 063.1; 057.3; 052.1; 048.0
24;2021;1;5; E; 047.9; 057.7; 050.6; 044.8; 042.5; 041.1
25;2021;1;5; E; 067.7; 070.3; 068.9; 067.5; 065.4; 063.0
26;2021;1;5; E; 059.9; 068.0; 063.9; 056.6; 053.6; 051.2
27;2021;1;5; E; 056.9; 065.5; 059.7; 050.2; 044.6; 042.5
28;2021;1;5; E; 066.8; 074.5; 070.9; 063.6; 055.4; 049.5
29;2021;1;5; E; 056.5; 066.1; 061.3; 049.7; 041.5; 035.6
30;2021;1;5; E; 056.9; 064.6; 060.1; 055.1; 048.3; 045.3
31;2021;1;5; E; 065.8; 074.5; 070.3; 060.8; 052.1; 045.8
47;2021;1;5; E; 058.2; 071.2; 055.1; 047.3; 043.8; 042.1
48;2021;1;5; E; 059.1; 065.6; 061.6; 058.3; 053.8; 050.2
54;2021;1;5; E; 062.0; 067.9; 064.8; 061.2; 056.5; 051.3
55;2021;1;5; E; 054.7; 064.4; 057.0; 050.6; 046.3; 043.9
86;2021;1;5; E; 057.1; 064.6; 058.8; 051.2; 043.7; 040.5
1;2021;1;5; N; 060.3; 070.0; 064.9; 053.6; 043.2; 039.5
2;2021;1;5; N; 064.5; 072.0; 067.7; 061.9; 053.2; 047.5
3;2021;1;5; N; 053.0; 065.3; 052.4; 042.6; 038.9; 038.1
5;2021;1;5; N; 051.6; 061.4; 056.0; 045.4; 036.9; 035.4
6;2021;1;5; N; 061.9; 071.7; 065.5; 055.1; 043.8; 039.5
8;2021;1;5; N; 059.5; 069.6; 063.6; 053.8; 042.7; 039.3
10;2021;1;5; N; 057.2; 069.5; 059.6; 049.1; 046.0; 045.1
11;2021;1;5; N; 060.7; 070.5; 064.7; 051.8; 038.9; 037.1
12;2021;1;5; N; 054.8; 063.1; 058.6; 051.2; 045.4; 044.2
13;2021;1;5; N; 048.7; 059.5; 051.9; 039.8; 036.4; 035.5
14;2021;1;5; N; 058.6; 066.7; 062.5; 055.7; 045.9; 040.3
16;2021;1;5; N; 054.8; 065.8; 059.8; 041.5; 035.4; 034.3
17;2021;1;5; N; 048.0; 057.7; 050.7; 043.8; 039.7; 038.2
18;2021;1;5; N; 048.0; 058.7; 049.6; 043.3; 042.2; 041.4
19;2021;1;5; N; 051.0; 062.4; 054.2; 042.9; 034.9; 030.7
20;2021;1;5; N; 050.4; 062.4; 053.3; 041.9; 038.0; 037.1
24;2021;1;5; N; 041.8; 051.7; 045.2; 038.5; 037.3; 037.0
25;2021;1;5; N; 062.3; 068.8; 066.3; 060.4; 051.0; 045.1
26;2021;1;5; N; 055.1; 066.8; 057.0; 050.5; 044.0; 041.0
27;2021;1;5; N; 052.1; 063.8; 054.5; 044.3; 036.5; 034.5
28;2021;1;5; N; 059.8; 072.1; 062.8; 042.8; 036.5; 035.4
29;2021;1;5; N; 048.7; 062.3; 049.5; 033.1; 031.3; 031.0
30;2021;1;5; N; 051.0; 061.9; 053.1; 044.4; 040.8; 039.3
31;2021;1;5; N; 051.3; 063.4; 050.7; 043.7; 040.1; 038.8
47;2021;1;5; N; 047.6; 059.8; 045.7; 038.3; 036.2; 035.2
48;2021;1;5; N; 053.0; 061.1; 057.3; 048.7; 039.7; 037.1
54;2021;1;5; N; 052.5; 063.3; 056.8; 044.7; 039.7; 037.7
55;2021;1;5; N; 047.4; 057.5; 049.8; 043.2; 039.1; 037.8
86;2021;1;5; N; 055.8; 069.4; 056.1; 043.6; 037.6; 036.3
1;2021;1;6; T; 063.1; 070.0; 067.4; 059.0; 047.5; 039.9
2;2021;1;6; T; 066.2; 071.8; 068.5; 063.8; 057.0; 050.7
3;2021;1;6; T; 056.0; 065.7; 057.6; 048.7; 039.6; 038.1
5;2021;1;6; T; 058.1; 065.5; 061.4; 055.4; 039.7; 037.3
6;2021;1;6; T; 065.2; 072.9; 068.7; 061.9; 048.6; 040.1
8;2021;1;6; T; 062.3; 070.3; 065.9; 059.3; 046.3; 039.3
10;2021;1;6; T; 061.9; 071.4; 065.5; 055.7; 045.8; 045.1
11;2021;1;6; T; 065.1; 071.6; 068.5; 061.0; 042.1; 037.4
12;2021;1;6; T; 059.2; 066.0; 061.8; 056.7; 046.7; 044.3
13;2021;1;6; T; 055.2; 064.0; 058.0; 049.7; 040.0; 037.4
14;2021;1;6; T; 062.4; 069.1; 064.6; 060.5; 049.6; 039.6
16;2021;1;6; T; 059.0; 067.2; 063.7; 054.3; 037.6; 035.2
17;2021;1;6; T; 053.2; 061.7; 055.9; 048.8; 039.1; 037.2
18;2021;1;6; T; 053.5; 063.3; 057.0; 048.2; 040.6; 039.3
19;2021;1;6; T; 057.4; 066.6; 060.2; 052.1; 039.3; 032.2
20;2021;1;6; T; 057.0; 066.1; 060.6; 052.6; 038.7; 037.2
24;2021;1;6; T; 046.7; 055.1; 049.3; 043.9; 038.9; 037.6
25;2021;1;6; T; 065.4; 069.7; 068.3; 065.2; 053.5; 042.5
26;2021;1;6; T; 058.0; 067.8; 062.1; 053.4; 044.4; 038.6
27;2021;1;6; T; 055.4; 065.3; 058.5; 049.4; 042.9; 039.3
28;2021;1;6; T; 065.1; 074.4; 069.4; 057.8; 037.0; 036.0
29;2021;1;6; T; 055.8; 065.6; 060.5; 047.6; 032.3; 031.1
30;2021;1;6; T; 054.1; 063.7; 058.3; 048.7; 040.1; 038.4
31;2021;1;6; T; 058.1; 070.8; 060.2; 048.6; 040.6; 037.4
47;2021;1;6; T; 052.0; 065.0; 052.5; 044.1; 036.9; 036.0
48;2021;1;6; T; 055.4; 061.6; 058.7; 054.1; 043.2; 037.2
54;2021;1;6; T; 057.6; 065.7; 061.7; 055.0; 043.4; 041.5
55;2021;1;6; T; 051.4; 061.6; 053.8; 047.0; 040.8; 038.4
86;2021;1;6; T; 051.2; 061.5; 055.5; 044.8; 037.6; 036.3
1;2021;1;6; D; 063.8; 070.3; 067.7; 060.6; 052.7; 046.8
2;2021;1;6; D; 066.6; 071.8; 068.8; 064.8; 059.1; 054.0
3;2021;1;6; D; 055.7; 065.8; 058.4; 050.6; 044.2; 041.1
5;2021;1;6; D; 059.7; 066.1; 062.1; 057.6; 050.4; 043.3
6;2021;1;6; D; 065.9; 073.4; 069.3; 063.3; 055.1; 049.4
8;2021;1;6; D; 063.3; 070.6; 066.4; 060.7; 052.1; 044.2
10;2021;1;6; D; 062.5; 071.9; 066.7; 058.1; 050.7; 046.4
11;2021;1;6; D; 066.3; 071.9; 069.0; 063.4; 053.6; 044.2
12;2021;1;6; D; 060.4; 066.8; 062.4; 058.2; 052.9; 048.1
13;2021;1;6; D; 056.8; 064.9; 058.9; 052.4; 044.0; 040.8
14;2021;1;6; D; 063.6; 071.7; 065.1; 061.9; 056.5; 051.0
16;2021;1;6; D; 060.2; 067.6; 064.4; 057.5; 043.5; 039.9
17;2021;1;6; D; 055.0; 063.1; 057.0; 051.6; 044.6; 041.9
18;2021;1;6; D; 055.3; 065.1; 058.2; 051.3; 044.2; 041.8
19;2021;1;6; D; 058.2; 067.6; 061.0; 054.1; 047.6; 043.7
20;2021;1;6; D; 058.0; 066.8; 061.5; 055.0; 047.0; 041.6
24;2021;1;6; D; 048.5; 056.5; 050.9; 045.4; 042.6; 041.1
25;2021;1;6; D; 066.4; 069.8; 068.6; 066.5; 061.0; 055.5
26;2021;1;6; D; 059.3; 068.3; 063.6; 054.7; 049.9; 046.0
27;2021;1;6; D; 055.8; 065.6; 059.3; 049.8; 044.0; 041.6
28;2021;1;6; D; 066.5; 075.0; 070.8; 062.0; 050.0; 040.4
29;2021;1;6; D; 057.7; 066.4; 061.8; 052.4; 043.1; 038.0
30;2021;1;6; D; 056.0; 064.5; 059.7; 052.7; 046.5; 043.7
31;2021;1;6; D; 059.7; 071.7; 063.4; 049.5; 044.9; 042.5
47;2021;1;6; D; 053.0; 065.7; 054.2; 046.2; 042.4; 039.3
48;2021;1;6; D; 056.4; 062.1; 059.0; 055.3; 049.3; 043.9
54;2021;1;6; D; 058.7; 066.0; 062.3; 057.1; 048.7; 045.4
55;2021;1;6; D; 052.4; 062.6; 054.5; 048.0; 043.7; 041.1
86;2021;1;6; D; 052.8; 062.2; 056.9; 048.4; 041.3; 039.0
1;2021;1;6; E; 064.9; 070.2; 068.1; 063.4; 056.1; 053.1
2;2021;1;6; E; 068.2; 076.5; 069.4; 066.3; 062.0; 059.2
3;2021;1;6; E; 055.3; 065.4; 058.5; 050.6; 046.1; 043.2
5;2021;1;6; E; 059.2; 066.0; 062.1; 057.6; 053.3; 049.6
6;2021;1;6; E; 067.2; 072.9; 069.9; 064.8; 060.0; 056.1
8;2021;1;6; E; 063.8; 070.9; 066.9; 061.9; 056.3; 049.1
10;2021;1;6; E; 062.6; 071.6; 066.6; 059.1; 052.9; 049.0
11;2021;1;6; E; 067.0; 072.3; 069.3; 064.5; 057.6; 053.0
12;2021;1;6; E; 060.7; 069.0; 062.3; 058.6; 055.0; 051.5
13;2021;1;6; E; 055.2; 063.4; 058.3; 052.6; 047.4; 045.3
14;2021;1;6; E; 063.8; 068.9; 064.7; 061.9; 058.5; 055.0
16;2021;1;6; E; 060.5; 067.3; 064.4; 058.3; 047.0; 042.9
17;2021;1;6; E; 053.7; 061.7; 056.4; 051.0; 045.8; 044.1
18;2021;1;6; E; 054.0; 063.0; 057.6; 050.8; 045.8; 044.2
19;2021;1;6; E; 060.3; 066.5; 061.4; 054.8; 049.8; 047.3
20;2021;1;6; E; 059.8; 067.7; 062.2; 055.9; 050.4; 046.1
24;2021;1;6; E; 045.3; 052.0; 046.8; 044.3; 042.6; 042.0
25;2021;1;6; E; 067.0; 069.7; 068.5; 066.9; 064.7; 062.0
26;2021;1;6; E; 058.9; 067.9; 063.1; 055.2; 051.8; 049.3
27;2021;1;6; E; 056.3; 065.9; 059.9; 052.5; 047.3; 044.6
28;2021;1;6; E; 066.1; 074.1; 069.6; 061.0; 052.4; 045.0
29;2021;1;6; E; 055.9; 065.8; 060.8; 049.4; 041.6; 036.3
30;2021;1;6; E; 054.1; 063.4; 057.5; 050.0; 045.4; 043.2
31;2021;1;6; E; 059.1; 070.5; 062.6; 051.8; 049.1; 047.2
47;2021;1;6; E; 054.4; 067.5; 052.5; 044.9; 041.9; 040.2
48;2021;1;6; E; 056.8; 061.4; 059.1; 056.5; 053.0; 049.6
54;2021;1;6; E; 059.7; 066.4; 062.9; 058.4; 053.4; 049.6
55;2021;1;6; E; 053.2; 062.6; 055.6; 049.9; 046.2; 044.4
86;2021;1;6; E; 052.2; 061.6; 056.4; 047.5; 043.1; 041.5
1;2021;1;6; N; 060.6; 069.3; 065.0; 053.8; 042.3; 039.0
2;2021;1;6; N; 063.6; 070.8; 067.1; 061.7; 053.3; 048.7
3;2021;1;6; N; 054.9; 067.0; 055.1; 041.5; 038.5; 038.0
5;2021;1;6; N; 051.6; 061.7; 056.0; 042.9; 037.9; 037.1
6;2021;1;6; N; 062.3; 071.5; 065.4; 053.8; 043.3; 039.3
