Id_Estacion,Nombre_Estación,URI_Estacion,Fecha,tipo,Hash_Observacion,URI_Observacion,LAEQ,LAS01,LAS10,LAS50,LAS90,LAS99
8,Escuelas Aguirre,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/escuelas-aguirre,4/1/2021,E,cc18a78c68e7ede2637ef63d2a46732a,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/cc18a78c68e7ede2637ef63d2a46732a,065.3,072.3,068.1,063.5,059.2,051.9
10,Cuatro Caminos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/cuatro-caminos,4/1/2021,E,9dadba02f0030c174fcb2955264adc2f,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/9dadba02f0030c174fcb2955264adc2f,063.8,072.5,067.6,060.3,054.2,050.3
11,Ramon y Cajal,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/ramon-y-cajal,4/1/2021,E,d12b32b43df686f4c0ec84951e5412ab,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/d12b32b43df686f4c0ec84951e5412ab,067.7,073.2,070.1,066.3,059.0,052.4
12,Manuel Becerra,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/manuel-becerra,4/1/2021,E,67cb49b1763aba526926d2a6fb871f20,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/67cb49b1763aba526926d2a6fb871f20,062.1,070.2,063.0,059.7,055.5,051.5
13,Vallecas,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/vallecas,4/1/2021,E,1eba36373c204ca2ebe3bba484e5bebc,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/1eba36373c204ca2ebe3bba484e5bebc,057.8,064.6,059.3,054.4,049.1,044.5
14,Fernandez Ladreda,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/fernandez-ladreda,4/1/2021,E,889c179154615bb7a86372eda5111ad8,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/889c179154615bb7a86372eda5111ad8,065.1,075.1,065.6,062.6,059.3,056.0
16,Arturo Soria,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/arturo-soria,4/1/2021,E,52340b6b18342a50e12ab47507a6b5ea,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/52340b6b18342a50e12ab47507a6b5ea,062.1,067.8,065.0,060.1,051.4,045.3
17,Villaverde,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/villaverde,4/1/2021,E,4df3d7f0c3c838aa3513441850727d1d,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/4df3d7f0c3c838aa3513441850727d1d,059.4,069.5,062.7,055.0,049.3,046.4
18,Farolillo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/farolillo,4/1/2021,E,62f72ba4052f49ef9a220ff8c8146e48,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/62f72ba4052f49ef9a220ff8c8146e48,053.2,062.2,056.3,049.2,043.8,042.2
19,Alto Extremadura,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/alto-extremadura,4/1/2021,E,6f04b50ca2f6475167f55be32f88852f,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/6f04b50ca2f6475167f55be32f88852f,059.9,067.5,062.1,056.0,050.0,047.1
20,Avda Moratalaz,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/avda-moratalaz,4/1/2021,E,f3818afc4647ba585e91c4e7994190df,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/f3818afc4647ba585e91c4e7994190df,059.9,067.6,062.5,056.1,049.9,045.6
24,Casa de Campo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/casa-de-campo,4/1/2021,E,54a6b9059b8bc2c42c82db2e1c51a3fc,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/54a6b9059b8bc2c42c82db2e1c51a3fc,044.9,054.2,047.9,042.2,040.0,039.1
25,Santa Eugenia,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/santa-eugenia,4/1/2021,E,7489742903e4030b64b30e3e47360037,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/7489742903e4030b64b30e3e47360037,066.7,069.6,068.1,066.6,064.6,061.9
26,Embajada,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/embajada,4/1/2021,E,0abf57c650526935d706f401ae19a35c,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/0abf57c650526935d706f401ae19a35c,059.0,067.6,063.2,055.2,052.1,049.6
27,Barajas Pueblo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/barajas-pueblo,4/1/2021,E,ee7717b0590d5a7b48ab20afafdb92e9,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/ee7717b0590d5a7b48ab20afafdb92e9,055.1,064.7,059.1,050.6,046.5,044.3
28,Cuatro Vientos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/cuatro-vientos,4/1/2021,E,a75ecc3609d7dc14e69fffb2e08f217d,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/a75ecc3609d7dc14e69fffb2e08f217d,066.5,074.5,070.6,063.4,054.7,047.8
29,El Pardo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/el-pardo,4/1/2021,E,360281ca805eb32c97c2fbfa135a9650,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/360281ca805eb32c97c2fbfa135a9650,056.5,066.2,061.3,049.9,041.6,036.5
30,Campo de las Naciones,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/campo-de-las-naciones,4/1/2021,E,f0cfb55ea470390a3ec580c61999f5c6,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/f0cfb55ea470390a3ec580c61999f5c6,056.9,064.6,059.8,053.5,048.2,046.1
31,Sanchinarro,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/sanchinarro,4/1/2021,E,7c1f0cbcdd4c8845ba86dd7b861ceaae,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/7c1f0cbcdd4c8845ba86dd7b861ceaae,065.6,073.8,070.2,061.0,052.2,048.2
47,Mendez Álvaro,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/mendez-álvaro,4/1/2021,E,480b0c1d20a48930f51c96f48067ef43,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/480b0c1d20a48930f51c96f48067ef43,055.7,067.6,056.9,046.9,043.1,041.3
48,Castellana,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/castellana,4/1/2021,E,4790518aba3587816dd9188695bbe449,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/4790518aba3587816dd9188695bbe449,059.4,065.8,062.1,058.3,053.6,050.4
50,50,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/50,4/1/2021,E,10dbbf82262b5a4bdaac2bd00c459a3b,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/10dbbf82262b5a4bdaac2bd00c459a3b,065.1,069.9,067.2,064.0,059.7,055.8
54,Ensanche de Vallecas,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/ensanche-de-vallecas,4/1/2021,E,4f6d3f8fc36702e2e99eba1c1574adbe,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/4f6d3f8fc36702e2e99eba1c1574adbe,061.5,067.6,064.1,060.3,054.7,047.3
55,Urb Embajada 2,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/urb-embajada-2,4/1/2021,E,5424f10576c51cc5fb72158b2fc5d49c,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/5424f10576c51cc5fb72158b2fc5d49c,053.1,063.0,055.6,049.3,044.4,042.8
86,Tres Olivos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/tres-olivos,4/1/2021,E,a4483e21e5f3b16c03a560166d571b39,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/a4483e21e5f3b16c03a560166d571b39,054.2,062.3,057.5,050.4,045.5,042.7
1,Paseo Recoletos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/paseo-recoletos,4/1/2021,N,3a6d1eb963dbc9bc98f9c8db67d0693d,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/3a6d1eb963dbc9bc98f9c8db67d0693d,059.8,069.7,064.4,053.0,041.0,038.0
2,Carlos V,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/carlos-v,4/1/2021,N,51824a98533c53bee88a0f9c26b10298,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/51824a98533c53bee88a0f9c26b10298,063.9,071.0,067.5,060.4,052.3,047.3
3,Plaza del Carmen,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/plaza-del-carmen,4/1/2021,N,92936c11c27c8d03682e345523ed2c1e,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/92936c11c27c8d03682e345523ed2c1e,055.4,065.6,052.9,043.4,039.3,038.1
5,Barrio del Pilar,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/barrio-del-pilar,4/1/2021,N,591d3bffdc374281c6c2dd05b43d51b2,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/591d3bffdc374281c6c2dd05b43d51b2,051.4,061.7,055.7,044.9,037.6,037.1
6,Gregorio Maranon,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/gregorio-maranon,4/1/2021,N,8a824419ae331bec37aea14d6149182c,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/8a824419ae331bec37aea14d6149182c,061.5,070.9,065.0,054.2,042.5,038.6
8,Escuelas Aguirre,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/escuelas-aguirre,4/1/2021,N,64992fc6cec5ea47f7e46e5870e9eee8,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/64992fc6cec5ea47f7e46e5870e9eee8,059.4,069.6,063.5,054.0,042.2,039.6
10,Cuatro Caminos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/cuatro-caminos,4/1/2021,N,f4f717ed296a6b2286e6969fdf0aff66,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/f4f717ed296a6b2286e6969fdf0aff66,055.7,067.4,058.4,047.7,045.9,045.1
11,Ramon y Cajal,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/ramon-y-cajal,4/1/2021,N,373c3be4254b70f513d9b79cfdab8601,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/373c3be4254b70f513d9b79cfdab8601,058.7,069.4,063.6,048.4,037.7,037.0
12,Manuel Becerra,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/manuel-becerra,4/1/2021,N,6a3ad37fd306386cdf1d20958012d71c,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/6a3ad37fd306386cdf1d20958012d71c,056.1,063.9,058.4,049.3,039.3,036.4
13,Vallecas,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/vallecas,4/1/2021,N,bd79c25caa9093370fa31ab99042b012,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/bd79c25caa9093370fa31ab99042b012,049.5,060.5,051.6,042.0,037.9,036.6
14,Fernandez Ladreda,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/fernandez-ladreda,4/1/2021,N,32dd640bbbf510c78a2681ed7fa8d9db,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/32dd640bbbf510c78a2681ed7fa8d9db,058.7,066.8,062.7,056.0,046.8,041.4
16,Arturo Soria,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/arturo-soria,4/1/2021,N,f4150f961b726d3bb974751c52a3f163,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/f4150f961b726d3bb974751c52a3f163,055.7,066.6,060.5,041.9,037.3,036.1
17,Villaverde,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/villaverde,4/1/2021,N,cb29d5346d2fae7e41c9f628a60dae7b,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/cb29d5346d2fae7e41c9f628a60dae7b,050.1,059.3,053.3,043.9,038.3,036.0
18,Farolillo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/farolillo,4/1/2021,N,3be1cfa54d478203528d98eb1b571294,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/3be1cfa54d478203528d98eb1b571294,047.2,058.3,049.3,041.7,040.5,040.0
19,Alto Extremadura,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/alto-extremadura,4/1/2021,N,f0cd7a502fb90a7cab80761c41cfde69,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/f0cd7a502fb90a7cab80761c41cfde69,051.3,062.5,054.9,044.0,035.6,031.8
20,Avda Moratalaz,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/avda-moratalaz,4/1/2021,N,edf0ef06c7cb6fbc8a2cbbcae9c9acdf,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/edf0ef06c7cb6fbc8a2cbbcae9c9acdf,050.3,061.9,053.3,043.5,038.8,038.1
24,Casa de Campo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/casa-de-campo,4/1/2021,N,e00963bad3e8a25f59029656bc9d2637,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/e00963bad3e8a25f59029656bc9d2637,040.7,051.3,042.1,037.7,036.3,036.0
25,Santa Eugenia,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/santa-eugenia,4/1/2021,N,17470bbf9ce55cf64b5518537910b9c2,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/17470bbf9ce55cf64b5518537910b9c2,061.4,068.0,065.5,059.2,047.6,039.9
26,Embajada,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/embajada,4/1/2021,N,df774af688966b094d8eecba415c616d,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/df774af688966b094d8eecba415c616d,054.7,066.3,056.8,048.9,039.1,035.8
27,Barajas Pueblo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/barajas-pueblo,4/1/2021,N,66e816cafe5f9bcd0e924a3318b3088d,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/66e816cafe5f9bcd0e924a3318b3088d,049.8,062.5,049.3,040.7,033.8,031.6
28,Cuatro Vientos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/cuatro-vientos,4/1/2021,N,07d75d2424b6786d83b8f4b075ccaa24,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/07d75d2424b6786d83b8f4b075ccaa24,059.8,072.0,063.0,043.8,038.0,036.8
29,El Pardo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/el-pardo,4/1/2021,N,c1e5f3b69035b1068b1af9ac40bd327b,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/c1e5f3b69035b1068b1af9ac40bd327b,048.6,062.0,049.9,034.6,032.3,031.7
30,Campo de las Naciones,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/campo-de-las-naciones,4/1/2021,N,f63006756799829b9a0a40aa511057ea,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/f63006756799829b9a0a40aa511057ea,053.8,065.8,054.8,045.4,041.6,040.2
31,Sanchinarro,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/sanchinarro,4/1/2021,N,9f458061a9d4ba6d56ee1dc389cf0e1c,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/9f458061a9d4ba6d56ee1dc389cf0e1c,051.5,063.9,051.3,044.3,040.6,039.2
47,Mendez Álvaro,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/mendez-álvaro,4/1/2021,N,4ad05f341e98328566b8ffe820a5167f,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/4ad05f341e98328566b8ffe820a5167f,047.4,058.6,046.0,039.5,037.1,036.2
48,Castellana,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/castellana,4/1/2021,N,72b12412f1909de73904c46e28fe0b1e,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/72b12412f1909de73904c46e28fe0b1e,053.0,061.1,057.0,048.5,041.1,038.7
54,Ensanche de Vallecas,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/ensanche-de-vallecas,4/1/2021,N,c907d7f56f457f02ce730ba9940db242,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/c907d7f56f457f02ce730ba9940db242,052.6,063.2,057.0,044.4,039.9,038.1
55,Urb Embajada 2,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/urb-embajada-2,4/1/2021,N,33321c9a8fb7607a5df18613624c30d3,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/33321c9a8fb7607a5df18613624c30d3,046.5,057.0,048.6,042.0,038.0,036.8
86,Tres Olivos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/tres-olivos,4/1/2021,N,5ebc39d1cbf1df5da248599d321e1203,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/5ebc39d1cbf1df5da248599d321e1203,045.9,057.8,047.5,039.2,036.5,035.6
1,Paseo Recoletos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/paseo-recoletos,5/1/2021,T,944dd5348bc86f558bb53a5d1034969e,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/944dd5348bc86f558bb53a5d1034969e,065.4,071.3,068.7,063.0,048.8,040.6
2,Carlos V,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/carlos-v,5/1/2021,T,488514292dba7ea228ae67a27c634a72,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/488514292dba7ea228ae67a27c634a72,068.6,074.0,070.6,067.1,058.1,050.0
3,Plaza del Carmen,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/plaza-del-carmen,5/1/2021,T,bcd56c976e9e4b9587bb4dc8fdb78d3a,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/bcd56c976e9e4b9587bb4dc8fdb78d3a,060.5,069.6,063.4,056.1,040.2,038.3
5,Barrio del Pilar,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/barrio-del-pilar,5/1/2021,T,b74e7ec3c9c80d75c9263d5a066ebe7e,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/b74e7ec3c9c80d75c9263d5a066ebe7e,060.7,066.8,063.3,058.3,040.0,036.1
6,Gregorio Maranon,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/gregorio-maranon,5/1/2021,T,8e0d3fe3d54cfc78892a1852a37bbfba,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/8e0d3fe3d54cfc78892a1852a37bbfba,068.1,075.0,071.5,065.1,049.9,041.0
8,Escuelas Aguirre,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/escuelas-aguirre,5/1/2021,T,3ef5309ab564b55be3e113cd010b70d8,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/3ef5309ab564b55be3e113cd010b70d8,064.6,071.8,068.0,063.0,049.0,040.1
10,Cuatro Caminos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/cuatro-caminos,5/1/2021,T,4146b0fbefea5038e1e8b8ea6ce604b5,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/4146b0fbefea5038e1e8b8ea6ce604b5,063.7,072.9,068.0,059.4,047.0,045.3
11,Ramon y Cajal,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/ramon-y-cajal,5/1/2021,T,f31160d7bd5443ce7f410d4243a2019a,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/f31160d7bd5443ce7f410d4243a2019a,066.8,073.4,070.1,065.1,045.1,037.5
12,Manuel Becerra,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/manuel-becerra,5/1/2021,T,2b776ccbf5a17deba2361dc42a87ffd2,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/2b776ccbf5a17deba2361dc42a87ffd2,061.5,069.1,063.5,059.2,047.8,044.6
13,Vallecas,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/vallecas,5/1/2021,T,2219fb56f79cc97e0d61b4709e8ed9d8,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/2219fb56f79cc97e0d61b4709e8ed9d8,056.5,065.6,059.3,052.7,037.6,036.1
14,Fernandez Ladreda,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/fernandez-ladreda,5/1/2021,T,bcf3cf335638e84803386365c76b637a,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/bcf3cf335638e84803386365c76b637a,064.0,070.1,066.2,062.7,051.8,042.4
16,Arturo Soria,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/arturo-soria,5/1/2021,T,e138fabcf9e4cc20d7dcf126236d23a6,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/e138fabcf9e4cc20d7dcf126236d23a6,060.8,067.6,064.6,058.6,037.1,034.8
17,Villaverde,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/villaverde,5/1/2021,T,263e4d06d9e53758c32107661e9038b4,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/263e4d06d9e53758c32107661e9038b4,054.8,064.1,057.8,051.3,041.6,038.8
18,Farolillo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/farolillo,5/1/2021,T,ff97e94b9c38f081edf16914641d5319,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/ff97e94b9c38f081edf16914641d5319,057.3,069.0,059.0,051.1,042.7,042.1
19,Alto Extremadura,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/alto-extremadura,5/1/2021,T,4a1f5db5d80397646588810f191c90d6,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/4a1f5db5d80397646588810f191c90d6,058.8,066.8,061.8,054.8,039.1,032.3
20,Avda Moratalaz,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/avda-moratalaz,5/1/2021,T,bdb268e999e618e28778f3c9177b8270,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/bdb268e999e618e28778f3c9177b8270,058.9,067.4,062.0,055.4,039.3,037.3
24,Casa de Campo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/casa-de-campo,5/1/2021,T,fcdb709c25e1fdaf7a0616bb2fde769b,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/fcdb709c25e1fdaf7a0616bb2fde769b,049.2,057.8,052.6,046.5,037.8,037.1
25,Santa Eugenia,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/santa-eugenia,5/1/2021,T,8dec1b7a09540fbf1043e8e01176ee7a,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/8dec1b7a09540fbf1043e8e01176ee7a,067.1,071.6,069.4,067.3,057.0,047.4
26,Embajada,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/embajada,5/1/2021,T,053ca31f3433ba2c60ea68015d89a183,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/053ca31f3433ba2c60ea68015d89a183,059.8,068.6,064.2,056.0,047.5,042.1
27,Barajas Pueblo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/barajas-pueblo,5/1/2021,T,45c6b305f8c94700beaf2599642e0c83,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/45c6b305f8c94700beaf2599642e0c83,056.4,066.1,060.0,050.0,040.1,035.3
28,Cuatro Vientos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/cuatro-vientos,5/1/2021,T,5d1a891d1a0821425a0121c1f60705d2,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/5d1a891d1a0821425a0121c1f60705d2,067.0,075.2,071.4,062.8,038.3,036.0
